번호,지자체 유형,광역,기초,자치법규명,제개정일자,지방의회_기수,최종분야,,
86986,기초지자체_군,전라남도,영암군,영암군 영암형 공공주택 지원 조례,2023-11-09,지방의회 9기,건설도시,,
86987,기초지자체_군,전라남도,영암군,영암군 자동차 종합검사비 지원 조례,2023-11-09,지방의회 9기,건설도시,,
86988,기초지자체_군,전라남도,영암군,영암군 지역상품 우선구매에 관한 조례,2023-11-09,지방의회 9기,경제산업,,
86989,기초지자체_군,전라남도,담양군,담양군 공중화장실 설치 및 관리 조례,2023-11-07,지방의회 9기,환경,,
86990,기초지자체_군,전라남도,담양군,담양군 지역자율방재단 운영 등에 관한 조례,2023-11-07,지방의회 9기,안전,,
86991,기초지자체_군,전라남도,담양군,담양군 죽녹원 지방정원 운영 및 관리에 관한 조례,2023-11-07,지방의회 9기,농림수산,,
86992,기초지자체_군,전라남도,담양군,담양군 지역대학 상생협력 및 지원에 관한 조례,2023-11-07,지방의회 9기,교육,,
86993,기초지자체_군,전라남도,담양군,담양군 무연고 사망자 등의 장례 지원에 관한 조례,2023-11-07,지방의회 9기,복지,,
86994,기초지자체_군,전라남도,담양군,에코하이테크 담양산업단지 복합문화센터 관리 및 운영 조례,2023-11-07,지방의회 9기,경제산업,,
86995,기초지자체_군,전라남도,담양군,담양군 의안의 비용추계에 관한 조례,2023-11-07,지방의회 9기,행정일반,,
86996,기초지자체_군,전라남도,담양군,담양군 메타세쿼이아랜드 관리 운영 조례,2023-11-07,지방의회 9기,문화관광,,
86997,기초지자체_군,전라남도,담양군,담양군 택시운송사업 발전 지원 조례,2023-11-07,지방의회 9기,건설도시,,
86998,기초지자체_군,전라남도,담양군,담양군 농촌유학 지원에 관한 조례,2023-11-07,지방의회 9기,교육,,
86999,기초지자체_군,전라남도,고흥군,고흥군립 하늘공원 주변지역 주민지원기금 설치 및 운용에 관한 조례,2023-11-07,지방의회 9기,문화관광,,
87000,기초지자체_군,전라남도,고흥군,고흥군 사회적 고립 가구 고독사 예방 및 지원에 관한 조례,2023-11-07,지방의회 9기,복지,,
87001,기초지자체_군,전라남도,고흥군,고흥군 사업용자동차 운송사업자 차고지 설치의무 면제 조례,2023-11-07,지방의회 9기,건설도시,,
87002,기초지자체_군,전라남도,고흥군,고흥군 사회적 고립청년 지원에 관한 조례,2023-11-07,지방의회 9기,복지,,
87003,기초지자체_군,전라남도,고흥군,고흥군 주차장 조례,2023-11-07,지방의회 9기,건설도시,,
87004,기초지자체_군,전라남도,고흥군,고흥군 맨발걷기 활성화 및 지원에 관한 조례,2023-11-07,지방의회 9기,보건의료,,
87005,기초지자체_군,전라남도,장흥군,장흥군 결산검사위원 선임 및 운영에 관한 조례,2023-11-07,지방의회 9기,행정일반,,
87006,기초지자체_군,전라남도,장흥군,장흥군 택시운송사업 자동차의 차령 등에 관한 조례,2023-11-07,지방의회 9기,건설도시,,
87007,기초지자체_시,전라남도,광양시,광양시 학교 등 무상급식 지원 조례,2023-11-06,지방의회 9기,교육,,
87008,기초지자체_시,전라남도,광양시,광양시 고령 농어업인 지원에 관한 조례,2023-11-06,지방의회 9기,농림수산,,
87009,기초지자체_시,전라남도,광양시,광양시 보건의료심의위원회 설치 및 운영 조례,2023-11-06,지방의회 9기,보건의료,,
87010,기초지자체_시,전라남도,광양시,광양시 건강생활실천협의회 설치 및 운영에 관한 조례,2023-11-06,지방의회 9기,보건의료,,
87011,기초지자체_시,전라남도,광양시,광양시 양성평등 기본 조례,2023-11-06,지방의회 9기,복지,,
87012,기초지자체_시,전라남도,광양시,광양시 초등학생 방과 후 돌봄 지원에 관한 조례,2023-11-06,지방의회 9기,복지,,
87013,기초지자체_시,전라남도,광양시,광양시 유통분쟁조정위원회 설치 및 운영 조례,2023-11-06,지방의회 9기,경제산업,,
87014,기초지자체_시,전라남도,광양시,광양시 문화시설 관리 및 운영 조례,2023-11-06,지방의회 9기,문화관광,,
87015,기초지자체_시,전라남도,광양시,광양시 체육진흥 조례,2023-11-06,지방의회 9기,문화관광,,
87016,기초지자체_시,전라남도,광양시,광양시 보도구역 내 횡단차도 설치에 관한 조례,2023-11-06,지방의회 9기,건설도시,,
87017,기초지자체_시,전라남도,광양시,광양시 한옥 지원 조례,2023-11-06,지방의회 9기,문화관광,,
87018,기초지자체_시,전라남도,광양시,광양시 각종위원회 설치 및 운영 조례,2023-11-06,지방의회 9기,행정일반,,
87019,기초지자체_시,전라남도,광양시,광양시 자치분권 촉진ㆍ지원 조례,2023-11-06,지방의회 9기,행정일반,,
87020,기초지자체_시,전라남도,광양시,광양시 인권 기본 조례,2023-11-06,지방의회 9기,복지,,
87021,기초지자체_시,전라남도,광양시,광양시 지역사회보장협의체 운영 조례,2023-11-06,지방의회 9기,복지,,
87022,기초지자체_시,전라남도,광양시,광양시 재향군인 등 예우 및 지원에 관한 조례,2023-11-06,지방의회 9기,복지,,
87023,기초지자체_시,전라남도,광양시,광양시 어르신행복도시 구현 노인복지 기본 조례,2023-11-06,지방의회 9기,복지,,
87024,기초지자체_시,전라남도,광양시,광양시 청년 기본 조례,2023-11-06,지방의회 9기,복지,,
87025,기초지자체_시,전라남도,광양시,광양시 주민투표 조례,2023-11-06,지방의회 9기,행정일반,,
87026,기초지자체_시,전라남도,광양시,광양시 시민장(市民葬)ㆍ시장(市葬)에 관한 조례,2023-11-06,지방의회 9기,행정일반,,
87027,기초지자체_시,전라남도,광양시,광양시 의로운시민 표창 및 지원에 관한 조례,2023-11-06,지방의회 9기,복지,,
87028,기초지자체_시,전라남도,광양시,광양시 지역경제협의회 설치 및 운영 조례,2023-11-06,지방의회 9기,의회,,
87029,기초지자체_시,전라남도,광양시,광양시 발전소주변지역 지원사업 특별회계 설치 및 운용 조례,2023-11-06,지방의회 9기,건설도시,,
87030,기초지자체_시,전라남도,광양시,광양시 전세피해 임차인등 보호 및 지원 조례,2023-11-06,지방의회 9기,건설도시,,
87031,기초지자체_시,전라남도,광양시,광양시 물의 재이용 촉진 및 지원에 관한 조례,2023-11-06,지방의회 9기,환경,,
87032,기초지자체_시,전라남도,광양시,광양시 식생활 교육위원회 구성 및 운영 조례,2023-11-06,지방의회 9기,교육,,
87033,기초지자체_시,전라남도,광양시,광양시 지역보건법 위반자에 대한 과태료 부과ㆍ징수 조례,2023-11-06,지방의회 9기,보건의료,,
87034,기초지자체_시,전라남도,광양시,광양시 장기 등 기증 등록 및 장려 지원에 관한 조례,2023-11-06,지방의회 9기,보건의료,,
87035,기초지자체_시,전라남도,광양시,광양시 아동의 놀 권리 증진에 관한 조례,2023-11-06,지방의회 9기,복지,,
87036,기초지자체_시,전라남도,광양시,광양시 신ㆍ재생에너지 보급 지원에 관한 조례,2023-11-06,지방의회 9기,환경,,
87037,기초지자체_시,전라남도,광양시,광양시 스마트도시 조성 및 운영 조례,2023-11-06,지방의회 9기,행정일반,,
87038,기초지자체_시,전라남도,광양시,광양시 동네체육시설 관리 조례,2023-11-06,지방의회 9기,문화관광,,
87039,기초지자체_시,전라남도,광양시,광양시 자전거이용 활성화에 관한 조례,2023-11-06,지방의회 9기,건설도시,,
87040,기초지자체_시,전라남도,광양시,광양시 지역사회안전협의회 설치 및 운영 조례,2023-11-06,지방의회 9기,안전,,
87041,기초지자체_시,전라남도,광양시,광양시청 직장운동경기부 설치 및 운영에 관한 조례,2023-11-06,지방의회 9기,문화관광,,
87042,기초지자체_시,전라남도,광양시,광양시 농산물 가격 안정 및 최저가격 지원에 관한 조례,2023-11-06,지방의회 9기,농림수산,,
87043,기초지자체_시,전라남도,광양시,광양시 기후위기 대응을 위한 탄소중립ㆍ녹색성장 기본 조례,2023-11-06,지방의회 9기,환경,,
87044,기초지자체_군,전라남도,강진군,강진군 공동주택 지원 조례,2023-11-06,지방의회 9기,건설도시,,
87045,기초지자체_군,전라남도,강진군,강진군 건축물관리 조례,2023-11-06,지방의회 9기,건설도시,,
87046,기초지자체_군,전라남도,강진군,강진군 의료급여기금 특별회계 설치 및 운용 조례,2023-11-06,지방의회 9기,보건의료,,
87047,기초지자체_군,전라남도,강진군,강진군 수질개선 특별회계 설치 및 운용 조례,2023-11-06,지방의회 9기,환경,,
87048,기초지자체_군,전라남도,강진군,강진군 개인정보 보호에 관한 조례,2023-11-06,지방의회 9기,행정일반,,
87049,기초지자체_군,전라남도,강진군,강진군 주민소득증대지원사업 운영관리 조례,2023-11-06,지방의회 9기,농림수산,,
87050,기초지자체_군,전라남도,강진군,강진군 푸소체험 활성화 및 지원에 관한 조례,2023-11-06,지방의회 9기,문화관광,,
87051,기초지자체_군,전라남도,강진군,강진군 주차장 조례,2023-11-06,지방의회 9기,건설도시,,
87052,기초지자체_군,전라남도,강진군,강진군 전세사기피해자 등 주택임차인 보호 및 지원 조례,2023-11-06,지방의회 9기,건설도시,,
87053,기초지자체_군,전라남도,강진군,강진군 고독사 예방 및 지원에 관한 조례,2023-11-06,지방의회 9기,복지,,
87054,기초지자체_군,전라남도,강진군,강진군 주정차위반 의견진술심의위원회 설치 및 운영 조례,2023-11-06,지방의회 9기,건설도시,,
87055,기초지자체_군,전라남도,강진군,강진군 학생 입학 및 진로ㆍ진학 준비금 지원 조례,2023-11-06,지방의회 9기,복지,,
87056,기초지자체_군,전라남도,강진군,강진군 방사능 등 유해물질로부터 안전한 급식 식재료 공급에 관한 조례,2023-11-06,지방의회 9기,농림수산,,
87057,기초지자체_군,전라남도,강진군,강진군 재난현장 통합자원봉사지원단 구성 및 운영 등에 관한 조례,2023-11-06,지방의회 9기,안전,,
87058,기초지자체_군,전라남도,강진군,강진군 야외운동기구 설치 및 관리 조례,2023-11-06,지방의회 9기,문화관광,,
87059,기초지자체_군,전라남도,강진군,강진군 무료임대 다가구주택 관리 및 운영에 관한 조례,2023-11-06,지방의회 9기,복지,,
87060,기초지자체_군,전라남도,강진군,강진군 장애인ㆍ노인ㆍ임산부 등의 편의시설 사전점검 및 설치 지원 조례,2023-11-06,지방의회 9기,복지,,
87061,기초지자체_군,전라남도,강진군,강진군 자활기금 설치 및 운용 조례,2023-11-06,지방의회 9기,복지,,
87062,기초지자체_군,전라남도,강진군,강진군 장애인복지후생관 사용 및 관리 조례,2023-11-06,지방의회 9기,복지,,
87063,기초지자체_군,전라남도,강진군,강진군 저소득주민 생활안정 지원에 관한 조례,2023-11-06,지방의회 9기,복지,,
87064,기초지자체_군,전라남도,강진군,강진군 4ㆍ4독립만세운동 등 기념사업에 관한 조례,2023-11-06,지방의회 9기,문화관광,,
87065,기초지자체_군,전라남도,강진군,강진군 공설화장장 및 봉안시설 등의 설치 조례,2023-11-06,지방의회 9기,복지,,
87066,기초지자체_군,전라남도,강진군,강진군 노인복지 증진에 관한 조례,2023-11-06,지방의회 9기,복지,,
87067,기초지자체_군,전라남도,강진군,강진군 노인 양로시설 설치 및 운영 조례,2023-11-06,지방의회 9기,복지,,
87068,기초지자체_군,전라남도,강진군,강진군 노인복지기금 설치 및 운용 조례,2023-11-06,지방의회 9기,복지,,
87069,기초지자체_군,전라남도,강진군,강진군 노인복지회관 관리 및 운영 조례,2023-11-06,지방의회 9기,복지,,
87070,기초지자체_군,전라남도,강진군,강진군 다문화가족 지원 조례,2023-11-06,지방의회 9기,복지,,
87071,기초지자체_군,전라남도,강진군,강진군 아동ㆍ여성 보호에 관한 조례,2023-11-06,지방의회 9기,복지,,
87072,기초지자체_군,전라남도,강진군,강진군 아동ㆍ청소년 어려운 상황 법률지원에 관한 조례,2023-11-06,지방의회 9기,복지,,
87073,기초지자체_군,전라남도,강진군,강진군 아동복지 증진에 관한 조례,2023-11-06,지방의회 9기,복지,,
87074,기초지자체_군,전라남도,강진군,강진군 아동급식 지원에 관한 조례,2023-11-06,지방의회 9기,복지,,
87075,기초지자체_군,전라남도,강진군,강진군 여성회관 운영에 관한 조례,2023-11-06,지방의회 9기,문화관광,,
87076,기초지자체_군,전라남도,강진군,강진군 영유아 보육 지원 조례,2023-11-06,지방의회 9기,복지,,
87077,기초지자체_군,전라남도,강진군,강진군 장기요양요원 처우 개선 및 지위 향상에 관한 조례,2023-11-06,지방의회 9기,복지,,
87078,기초지자체_군,전라남도,강진군,강진군 재가노인복지시설 운영 조례,2023-11-06,지방의회 9기,복지,,
87079,기초지자체_군,전라남도,강진군,강진군 지역아동센터 운영 및 지원에 관한 조례,2023-11-06,지방의회 9기,복지,,
87080,기초지자체_군,전라남도,강진군,강진군 학교 밖 청소년 지원에 관한 조례,2023-11-06,지방의회 9기,교육,,
87081,기초지자체_군,전라남도,강진군,강진군 학교폭력예방 및 대책에 관한 조례,2023-11-06,지방의회 9기,교육,,
87082,기초지자체_군,전라남도,강진군,강진군 청소년 노동인권 보호 및 증진 조례,2023-11-06,지방의회 9기,복지,,
87083,기초지자체_군,전라남도,강진군,강진군 한옥 지원 조례,2023-11-06,지방의회 9기,문화관광,,
87084,기초지자체_군,전라남도,강진군,강진군 공용차량의 공익활동 지원에 관한 조례,2023-11-06,지방의회 9기,행정일반,,
87085,기초지자체_군,전라남도,강진군,강진군 공공시설내의 식당매점 등 설치 허가에 관한 조례,2023-11-06,지방의회 9기,행정일반,,
87086,기초지자체_군,전라남도,강진군,강진군 관급공사의 건설근로자 체불임금 방지 등에 관한 조례,2023-11-06,지방의회 9기,건설도시,,
87087,기초지자체_군,전라남도,강진군,강진군 군세 기본 조례,2023-11-06,지방의회 9기,행정일반,,
87088,기초지자체_군,전라남도,강진군,강진군 군세 징수 조례,2023-11-06,지방의회 9기,행정일반,,
87089,기초지자체_군,전라남도,강진군,강진군 제증명  등 수수료 징수 조례,2023-11-06,지방의회 9기,행정일반,,
87090,기초지자체_군,전라남도,강진군,강진군 신청사 건립기금 설치 및 운용 조례,2023-11-06,지방의회 9기,행정일반,,
87091,기초지자체_군,전라남도,강진군,강진군 북한이탈주민 정착 지원에 관한 조례,2023-11-06,지방의회 9기,복지,,
87092,기초지자체_군,전라남도,강진군,강진군 공무원직장협의회의 설립운영에 관한 조례,2023-11-06,지방의회 9기,행정일반,,
87093,기초지자체_군,전라남도,강진군,강진군 민주화운동계승사업회 지원에 관한 조례,2023-11-06,지방의회 9기,행정일반,,
87094,기초지자체_군,전라남도,강진군,강진군 새마을장학금 지급 조례,2023-11-06,지방의회 9기,교육,,
87095,기초지자체_군,전라남도,강진군,강진군 새마을운동조직 지원 조례,2023-11-06,지방의회 9기,행정일반,,
87096,기초지자체_군,전라남도,강진군,강진군 사무위탁 기본 조례,2023-11-06,지방의회 9기,행정일반,,
87097,기초지자체_군,전라남도,강진군,강진군 사회적 자본 증진 조례,2023-11-06,지방의회 9기,행정일반,,
87098,기초지자체_군,전라남도,강진군,강진군 주민자치센터 설치 및 운영 조례,2023-11-06,지방의회 9기,행정일반,,
87099,기초지자체_군,전라남도,강진군,강진군 주민투표 조례,2023-11-06,지방의회 9기,행정일반,,
87100,기초지자체_군,전라남도,강진군,강진군 적극행정 운영 조례,2023-11-06,지방의회 9기,행정일반,,
87101,기초지자체_군,전라남도,강진군,강진군 재능나눔 활성화 조례,2023-11-06,지방의회 9기,행정일반,,
87102,기초지자체_군,전라남도,강진군,강진군 평생학습 조례,2023-11-06,지방의회 9기,교육,,
87103,기초지자체_군,전라남도,강진군,강진군 학사 설치 및 운영에 관한 조례,2023-11-06,지방의회 9기,교육,,
87104,기초지자체_군,전라남도,강진군,강진군 한국전쟁 전ㆍ후 민간인 희생자 위령사업 지원에 관한 조례,2023-11-06,지방의회 9기,행정일반,,
87105,기초지자체_군,전라남도,강진군,강진군 포상 조례,2023-11-06,지방의회 9기,행정일반,,
87106,기초지자체_군,전라남도,강진군,강진군 학생 국외 단기 어학연수 운영에 관한 조례,2023-11-06,지방의회 9기,교육,,
87107,기초지자체_군,전라남도,강진군,강진군민 자치대학 설치 및 운영 조례,2023-11-06,지방의회 9기,행정일반,,
87108,기초지자체_군,전라남도,강진군,강진군민의 상 조례,2023-11-06,지방의회 9기,행정일반,,
87109,기초지자체_군,전라남도,강진군,강진군 건강생활실천협의회 구성과 운영에 관한 조례,2023-11-06,지방의회 9기,보건의료,,
87110,기초지자체_군,전라남도,강진군,대한적십자사 강진지구협의회 활동 지원에 관한 조례,2023-11-06,지방의회 9기,행정일반,,
87111,기초지자체_군,전라남도,강진군,강진군 지역보건의료심의위원회 구성과 운영에 관한 조례,2023-11-06,지방의회 9기,보건의료,,
87112,기초지자체_군,전라남도,강진군,강진군 웰다잉 지원에 관한 조례,2023-11-06,지방의회 9기,복지,,
87113,기초지자체_군,전라남도,강진군,강진군 청자촌 조성 및 육성 관리에 관한 조례,2023-11-06,지방의회 9기,문화관광,,
87114,기초지자체_군,전라남도,강진군,강진군 다산박물관 운영 조례,2023-11-06,지방의회 9기,문화관광,,
87115,기초지자체_군,전라남도,강진군,강진군 학교마을 도서관 지원에 관한 조례,2023-11-06,지방의회 9기,교육,,
87116,기초지자체_군,전라남도,강진군,강진군 다산문화 진흥 기본 조례,2023-11-06,지방의회 9기,문화관광,,
87117,기초지자체_군,전라남도,강진군,강진군 독서문화 진흥 조례,2023-11-06,지방의회 9기,문화관광,,
87118,기초지자체_군,전라남도,강진군,강진군 맨발걷기 활성화 및 지원에 관한 조례,2023-11-06,지방의회 9기,보건의료,,
87119,기초지자체_군,전라남도,강진군,강진군 지적재조사 등에 관한 조례,2023-11-06,지방의회 9기,건설도시,,
87120,기초지자체_군,전라남도,강진군,강진군 저소득주민 국민건강보험료 및 장기요양보험료 지원 조례,2023-11-06,지방의회 9기,복지,,
87121,기초지자체_군,전라남도,강진군,강진군 참전유공자 명예수당 및 사망위로금 지급 조례,2023-11-06,지방의회 9기,복지,,
87122,기초지자체_군,전라남도,강진군,강진군 지역보건법 위반자에 대한 과태료 부과ㆍ징수 조례,2023-11-06,지방의회 9기,보건의료,,
87123,기초지자체_군,전라남도,무안군,무안군 문화예술교육 지원에 관한 조례,2023-11-06,지방의회 9기,문화관광,,
87124,기초지자체_군,전라남도,무안군,무안군 쌀소비촉진 위한 아침식사 활성화 지원 조례,2023-11-06,지방의회 9기,농림수산,,
87125,기초지자체_군,전라남도,무안군,무안군 공모전 운영 조례,2023-11-06,지방의회 9기,행정일반,,
87126,기초지자체_군,전라남도,무안군,무안군 작은영화관 설치 및 운영에 관한 조례,2023-11-06,지방의회 9기,문화관광,,
87127,기초지자체_군,전라남도,무안군,무안군 환경친화적 자동차의 이용 활성화에 관한 조례,2023-11-06,지방의회 9기,경제산업,,
87128,기초지자체_군,전라남도,무안군,무안군 반려동물 보호 및 복지에 관한 조례,2023-11-06,지방의회 9기,보건의료,,
87129,기초지자체_군,전라남도,무안군,무안군 노인 및 장애인 보호구역 지정 등에 관한 조례,2023-11-06,지방의회 9기,복지,,
87130,기초지자체_군,전라남도,무안군,무안군 무연고 사망자 등에 관한 장례지원 조례,2023-11-06,지방의회 9기,복지,,
87131,기초지자체_군,전라남도,무안군,무안군의회 포상 조례,2023-11-06,지방의회 9기,의회,,
87132,기초지자체_군,전라남도,무안군,무안군 공모사업 관리 조례,2023-11-06,지방의회 9기,행정일반,,
87133,기초지자체_군,전라남도,무안군,무안군 장기요양요원 처우 개선 및  지위 향상에 관한 조례,2023-11-06,지방의회 9기,복지,,
87134,기초지자체_군,전라남도,무안군,무안군 출산장려 및 양육 지원에 관한 조례,2023-11-06,지방의회 9기,복지,,
87135,기초지자체_군,전라남도,무안군,무안군의회 어린이ㆍ청소년 의회체험활동 운영에 관한 조례,2023-11-06,지방의회 9기,의회,,
87136,기초지자체_군,전라남도,무안군,무안군 정책자문단 설치 및 운영 조례,2023-11-06,지방의회 9기,행정일반,,
87137,기초지자체_군,전라남도,무안군,무안군정조정위원회 조례,2023-11-06,지방의회 9기,행정일반,,
87138,기초지자체_군,전라남도,무안군,무안군 제안제도 운영 조례,2023-11-06,지방의회 9기,행정일반,,
87139,기초지자체_군,전라남도,무안군,무안군 민간투자사업 심의위원회 운영 조례,2023-11-06,지방의회 9기,경제산업,,
87140,기초지자체_군,전라남도,무안군,무안군 출자ㆍ출연기관의 운영에 관한 조례,2023-11-06,지방의회 9기,행정일반,,
87141,기초지자체_군,전라남도,무안군,무안군 용역과제 심의위원회 설치 및 운영 조례,2023-11-06,지방의회 9기,행정일반,,
87142,기초지자체_군,전라남도,무안군,무안군 자치법규 입법 및 운영에 관한 조례,2023-11-06,지방의회 9기,행정일반,,
87143,기초지자체_군,전라남도,무안군,무안군 규제개혁위원회 설치 및 운영 조례,2023-11-06,지방의회 9기,행정일반,,
87144,기초지자체_군,전라남도,무안군,무안군 장난감도서관 설치 및 운영 조례,2023-11-06,지방의회 9기,복지,,
87145,기초지자체_군,전라남도,무안군,무안군 명예군민증 수여 조례,2023-11-06,지방의회 9기,행정일반,,
87146,기초지자체_군,전라남도,무안군,무안군 범죄피해자 지원에 관한 조례,2023-11-06,지방의회 9기,복지,,
87147,기초지자체_군,전라남도,무안군,무안군 합창단 지원 조례,2023-11-06,지방의회 9기,문화관광,,
87148,기초지자체_군,전라남도,무안군,무안군 읍ㆍ면 교육문화체육청소년센터 설립 및 운영 지원에 관한 조례,2023-11-06,지방의회 9기,교육,,
87149,기초지자체_군,전라남도,무안군,무안군 홀로 사는 노인 고독사 예방 및 지원에 관한 조례,2023-11-06,지방의회 9기,복지,,
87150,기초지자체_군,전라남도,무안군,무안군 아동ㆍ청소년 친화도시 조성 조례,2023-11-06,지방의회 9기,복지,,
87151,기초지자체_군,전라남도,무안군,무안군 공중목욕장 설치 ㆍ 운영 및 지원에 관한 조례,2023-11-06,지방의회 9기,복지,,
87152,기초지자체_군,전라남도,무안군,무안군 노인급식 지원에 관한 조례,2023-11-06,지방의회 9기,복지,,
87153,기초지자체_군,전라남도,무안군,무안군 노인맞춤돌봄서비스 지원에 관한 조례,2023-11-06,지방의회 9기,복지,,
87154,기초지자체_군,전라남도,무안군,무안군 회산백련지 물놀이장 관리 및 운영 조례,2023-11-06,지방의회 9기,안전,,
87155,기초지자체_군,전라남도,무안군,무안군 회산백련지 시설관리 운영 조례,2023-11-06,지방의회 9기,건설도시,,
87156,기초지자체_군,전라남도,무안군,무안군 밀리터리 테마파크 관리 및 운영 조례,2023-11-06,지방의회 9기,문화관광,,
87157,기초지자체_군,전라남도,무안군,무안군 전통생활문화 테마파크 관리 및 운영 조례,2023-11-06,지방의회 9기,문화관광,,
87158,기초지자체_군,전라남도,무안군,무안군 초의선사 탄생지 관리 및 운영 조례,2023-11-06,지방의회 9기,문화관광,,
87159,기초지자체_군,전라남도,무안군,무안군 자전거 이용 활성화에 관한 조례,2023-11-06,지방의회 9기,건설도시,,
87160,기초지자체_군,전라남도,무안군,무안군 예방접종 지원에 관한 조례,2023-11-06,지방의회 9기,보건의료,,
87161,기초지자체_군,전라남도,무안군,무안군 군민안전보험 운영 조례,2023-11-06,지방의회 9기,안전,,
87162,기초지자체_군,전라남도,무안군,무안군 치매관리 및 지원 조례,2023-11-06,지방의회 9기,보건의료,,
87163,기초지자체_군,전라남도,무안군,무안군 야외운동기구 설치 및 관리에 관한 조례,2023-11-06,지방의회 9기,문화관광,,
87164,기초지자체_군,전라남도,무안군,무안군 체육시설 관리 및 운영 조례,2023-11-06,지방의회 9기,문화관광,,
87165,기초지자체_군,전라남도,무안군,무안군 다자녀가정 공공시설물 이용 지원에 관한 조례,2023-11-06,지방의회 9기,복지,,
87166,기초지자체_군,전라남도,무안군,무안군 발전소주변지역 지원사업 특별회계 설치 및 운영 조례,2023-11-06,지방의회 9기,건설도시,,
87167,광역지자체,전라남도,전라남도,전라남도 도정소식지 발행 및 운영 조례,2023-11-02,지방의회 9기,행정일반,,
87168,광역지자체,전라남도,전라남도,전라남도 조선ㆍ해양산업 육성에 관한 조례,2023-11-02,지방의회 9기,경제산업,,
87169,광역지자체,전라남도,전라남도,전라남도 공공실내어린이놀이시설 지원 조례,2023-11-02,지방의회 9기,복지,,
87170,광역지자체,전라남도,전라남도,전라남도 에너지산업 육성 및 에너지밸리 조성 지원 등에 관한 조례,2023-11-02,지방의회 9기,환경,,
87171,광역지자체,전라남도,전라남도,전라남도 국어 진흥 조례,2023-11-02,지방의회 9기,문화관광,,
87172,광역지자체,전라남도,전라남도,전라남도의회 청렴도 향상 조례,2023-11-02,지방의회 9기,의회,,
87173,광역지자체,전라남도,전라남도,전라남도 에너지 기본 조례,2023-11-02,지방의회 9기,환경,,
87174,광역지자체,전라남도,전라남도,전라남도 신체활동장려에 관한 조례,2023-11-02,지방의회 9기,보건의료,,
87175,광역지자체,전라남도,전라남도,전라남도 유기농 생태마을 육성 및 지원 조례,2023-11-02,지방의회 9기,환경,,
87176,광역지자체,전라남도,전라남도,전라남도 유기농 명인 공동브랜드 사용에 관한 조례,2023-11-02,지방의회 9기,농림수산,,
87177,광역지자체,전라남도,전라남도,전라남도 공동주택 관리 및 지원 조례,2023-11-02,지방의회 9기,건설도시,,
87178,광역지자체,전라남도,전라남도,전라남도 마을공동체 지원 등에 관한 조례,2023-11-02,지방의회 9기,행정일반,,
87179,광역지자체,전라남도,전라남도,전라남도 선택예방접종 지원에 관한 조례,2023-11-02,지방의회 9기,보건의료,,
87180,광역지자체,전라남도,전라남도,전라남도 친환경농업 육성기금 조례,2023-11-02,지방의회 9기,농림수산,,
87181,광역지자체,전라남도,전라남도,전라남도 농업작업안전재해 예방 및 지원에 관한 조례,2023-11-02,지방의회 9기,농림수산,,
87182,광역지자체,전라남도,전라남도,전라남도 아동ㆍ청소년 성착취 방지 및 피해자 지원 조례,2023-11-02,지방의회 9기,복지,,
87183,광역지자체,전라남도,전라남도,전라남도 공유경제 활성화 지원 조례,2023-11-02,지방의회 9기,경제산업,,
87184,광역지자체,전라남도,전라남도,전라남도 바이오산업 육성 및 지원에 관한 조례,2023-11-02,지방의회 9기,경제산업,,
87185,광역지자체,전라남도,전라남도,전라남도 소상공인 경쟁력 강화 및 지원에 관한 조례,2023-11-02,지방의회 9기,경제산업,,
87186,광역지자체,전라남도,전라남도,전라남도 지식재산 진흥에 관한 조례,2023-11-02,지방의회 9기,경제산업,,
87187,광역지자체,전라남도,전라남도,전라남도 인재육성 지원 조례,2023-11-02,지방의회 9기,교육,,
87188,광역지자체,전라남도,전라남도,전라남도 다문화가족 지원에 관한 조례,2023-11-02,지방의회 9기,복지,,
87189,광역지자체,전라남도,전라남도,전라남도 지방도 편입 미지급용지 보상 조례,2023-11-02,지방의회 9기,건설도시,,
87190,광역지자체,전라남도,전라남도,전라남도 장애인 자동차 검사비 지원 조례,2023-11-02,지방의회 9기,복지,,
87191,기초지자체_군,전라남도,완도군,완도군 효행 장려 및 지원에 관한 조례,2023-11-01,지방의회 9기,복지,,
87192,기초지자체_군,전라남도,완도군,완도군 개인형 이동장치 이용 및 안전 증진 조례,2023-11-01,지방의회 9기,건설도시,,
87193,기초지자체_군,전라남도,완도군,완도군 농공단지 해수인입시설 운영에 관한 조례,2023-11-01,지방의회 9기,건설도시,,
87194,기초지자체_군,전라남도,완도군,완도군 농공지구 조성사업 특별회계 설치 운영 조례,2023-11-01,지방의회 9기,건설도시,,
87195,기초지자체_군,전라남도,완도군,완도군 수산물 수출물류센터 설치 및 운영에 관한 조례,2023-11-01,지방의회 9기,농림수산,,
87196,기초지자체_군,전라남도,완도군,완도군 보훈회관 설치 및 운영 조례,2023-11-01,지방의회 9기,복지,,
87197,기초지자체_군,전라남도,진도군,진도군 장애인 인권침해 및 범죄피해 예방 조례,2023-11-01,지방의회 9기,복지,,
87198,기초지자체_군,전라남도,진도군,진도군 소상공인 지원에 관한 조례,2023-11-01,지방의회 9기,경제산업,,
87199,기초지자체_군,전라남도,진도군,진도군 긴급복지지원 조례,2023-11-01,지방의회 9기,복지,,
